"","th_ROS_microbe","th_ROS_epith_recover","epith_recovery_chance","rat_com_pat_threshold","diffusion_speed_DAMPs","diffusion_speed_SAMPs","diffusion_speed_ROS","add_ROS","add_DAMPs","add_SAMPs","ros_decay","DAMPs_decay","SAMPs_decay","activation_threshold_DAMPs","activation_threshold_SAMPs","activity_engulf_M0_baseline","activity_engulf_M1_baseline","activity_engulf_M2_baseline","activity_ROS_M1_baseline","rate_leak_commensal_injury","rate_leak_pathogen_injury","rate_leak_commensal_baseline","active_age_limit","treg_discrimination_efficiency","target_category","source_node"
"11",0.433621428054091,0.552615785631011,0.441655356571952,0.696265556738877,0.0605930124214641,0.0434876834856601,0.03095310700408,0.106246489009323,0.175525350513472,0.681519918755273,0.705091814795592,0.434421233239507,0.654325450282268,0.00322651767296073,0.680577004838336,0.387718133282715,0.272802353647755,0.14003587226256,0.149398804784187,0.554132279113375,0.558786572818021,0.145615036621845,15.1646959381178,0.65601869504615,"better",6
"12",0.762157050799619,0.911666791900045,0.674019704635791,0.612975240912686,0.0659049098776188,0.0761490584990522,0.0516410597395183,0.535154308450944,0.792926109069751,0.87120523903064,0.356016262926288,0.0671851646952067,0.448455547871899,0.00782810449471133,0.335807473009491,0.424419867371512,0.249021504767265,0.295254187827937,0.365107240916949,0.962462305611961,0.880986444853183,0.0936588518990913,21.0537411601283,0.597784058571945,"better",6
"13",0.635598963817485,0.0911746787559802,0.335073055542463,0.68323915042391,0.112840328915947,0.0838715005480126,0.0900706282772566,0.368411034414352,0.714453127128773,0.729304195134229,0.729505365402251,0.0825617222476195,0.229212430752486,0.00471747840024408,0.22036812940129,0.0965564730105494,0.0464159783435428,0.421319979835464,0.353109698853789,0.742784199027179,0.536218768714699,0.190634574276336,25.9440367548726,0.718884577897154,"better",6
"14",0.259539025033037,0.161478145011703,0.062849855366031,0.779903675972564,0.0753500522870465,0.0137795612837373,0.100304400799272,0.579184456754406,0.572381401369947,0.586788388879683,0.599655243341665,0.482219468651188,0.132988098016471,0.00633243828170631,0.0871412668966909,0.273380727922136,0.373148868615701,0.355671478748738,0.396052360112396,0.590343092209118,0.929597553487469,0.21218948102733,11.7796522776596,0.284779660410404,"better",6
"15",0.812356290292421,0.369940743263099,0.579179467995282,0.861208684110071,0.055042729902299,0.0940648872590609,0.0856221576507844,0.899845070183091,0.519025897911371,0.415103837607276,0.877240654275048,0.858032957625639,0.735004106210511,0.00901240127832929,0.407795583145624,0.213920287618057,0.302125516650858,0.173876896044288,0.458246412767886,0.651236417967793,0.715720161893858,0.0741156477132919,18.8766984922811,0.409234908102257,"better",6
"16",0.329837150079154,0.391429068429787,0.460363908140754,0.645298316417515,0.0930118687779338,0.0600069619108485,0.0223484994234318,0.40012178351474,0.390664411333907,0.378088403399222,0.211302735997797,0.574775270789387,0.0688882010931055,0.0100318072788401,0.782226351081461,0.302510232078408,0.0714164125745774,0.308600421588016,0.166946949468474,0.708916701822682,0.964879218389564,0.0511172293607543,6.03483569957316,0.360338481271746,"better",6
"17",0.59566799211639,0.516334250586617,0.287385011335907,0.814861296250849,0.0708149789956767,0.112946721510426,0.0708994056188493,0.215107780372445,0.835165979783602,0.841538857318584,0.540747812325397,0.741008410487514,0.689709830098632,0.00560591360740154,0.475105694079087,0.148441008020776,0.179718229227633,0.380039865211551,0.189591815907405,0.978421126491304,0.57213424329838,0.0801528780364689,11.1116121146828,0.841725684475584,"better",6
"18",0.564540888681624,0.454689160812616,0.633698053541334,0.879482553579343,0.0883875854388743,0.10505555961417,0.110083693429938,0.294147653656654,0.734409606751436,0.532093137835213,0.260194685336422,0.636560116369191,0.11661461070137,0.00350495221327865,0.754000362830029,0.344979180336178,0.242214892069564,0.274211545369546,0.0790256122668698,0.578395342283358,0.809153121118126,0.119499370631615,27.0160364620388,0.252470749207891,"better",6
"19",0.724835470418746,0.28924576256316,0.541813897097708,0.751473082370201,0.0842848434989398,0.0645134398219856,0.067557752287445,0.787548419580352,0.293009037996318,0.184542228683939,0.297625312850794,0.685744254705939,0.192420337082134,0.00712963726978852,0.604128773314113,0.440849371951484,0.132900586691781,0.319442432692219,0.413586950877803,0.614338270309902,0.980717367138672,0.155767538922754,17.1555668895133,0.165655831536383,"better",6
"20",0.465957684458255,0.675560177596191,0.11946584043094,0.837969531221747,0.0804862506035823,0.0271564712950872,0.0563905101443438,0.672614595144689,0.0936996175045171,0.162007445759405,0.847351267564919,0.279313020360475,0.808960173578981,0.00413366505310127,0.875420681363288,0.0790199765944966,0.19071114627836,0.443472902540627,0.318064135760261,0.812695845944497,0.852102216066432,0.167169577375956,4.56634647827596,0.554132985679462,"better",6
"21",0.806597485926755,0.318312822051089,0.903014061160821,0.725351899308134,0.059397722290397,0.0337220933730919,0.0833788871612242,0.229108538258564,0.442534502019799,0.44624369235443,0.422398277807657,0.24876032105879,0.532847170545357,0.00671976813138322,0.133983779494269,0.358867416798323,0.444049721718206,0.121904525454063,0.214688380633628,0.777833975011718,0.783747453059163,0.124637955395518,8.62877208534628,0.776939497265789,"better",6
"22",0.404456126451564,0.652353828259245,0.233487893281908,0.920110597732041,0.100767867632267,0.038325653177536,0.0162324559098176,0.70188972029623,0.961603147842234,0.239809327301022,0.776817544272325,0.35752985650137,0.842327172796012,0.00496272963232449,0.186479658732519,0.324064348773128,0.3821786376305,0.0772080654748163,0.280435719369096,0.841800909345152,0.919036575720003,0.0205332554785316,24.7265178410336,0.0695777118138265,"better",6
"23",0.693259866566491,0.779581667242263,0.7583045510719,0.905434122253084,0.08286816425368,0.085441417967011,0.036123847832285,0.155846485774718,0.241174061055758,0.76849694135562,0.199692456880504,0.786822129105409,0.768182150573066,0.00266399597903714,0.617959584743715,0.207940772733698,0.0473968653788862,0.0961694247750222,0.0222974388874771,0.540833009747492,0.698626157677128,0.226427935819222,8.95815897081047,0.914876139492872,"better",6
"24",0.181979578087411,0.187588377274267,0.827296724263245,0.975553053379408,0.0523175472856809,0.0252350726484407,0.105819256568434,0.477526918670255,0.342034338613349,0.929629487609307,0.975638465873794,0.405829704583858,0.414312350123871,0.00804939517338506,0.702820478211604,0.260534487677347,0.316514068545162,0.216010695089406,0.0619994433432686,0.899236485127704,0.829227192344851,0.0658619338264378,14.5863936154172,0.886390234242051,"better",6
"25",0.504256620912296,0.851561520103923,0.180933682081785,0.650371192259441,0.116995206139505,0.0485471345479161,0.0209998557813447,0.847715621934408,0.493108443325102,0.494196824860212,0.572357313898147,0.727995005594055,0.296037425127919,0.0010042118204607,0.487901705012172,0.17902928779355,0.467566210976917,0.171063024792247,0.307527002382384,0.664532510159216,0.616745243773967,0.0420623621747149,13.0150687681511,0.375069985452592,"better",6
"26",0.203012135379432,0.0424251212685273,0.727872135812134,0.950537234449046,0.0700023939987112,0.103147125490049,0.0381866475459829,0.525106443233412,0.0650094891297671,0.323389792668775,0.408863852935103,0.87679909265548,0.588598520727033,0.00220709852659169,0.27451520106039,0.40464691553082,0.354347980286472,0.471012906141371,0.102398733554382,0.922501167579012,0.643747076516686,0.203450912406679,18.2566308523528,0.75336005621275,"better",6
"27",0.875635169502619,0.81973045466163,0.18832625192236,0.589172414572029,0.104711693067261,0.0545688140766067,0.0941368204848015,0.745521581110028,0.894538562202606,0.808353106041565,0.477954866548091,0.136858460113099,0.900348603338775,0.0105323142575332,0.537426291037034,0.118316003043311,0.404053605761121,0.405129497355513,0.122545471029218,0.86621517291151,0.684747436355702,0.103812202355262,24.3828878945671,0.490447142940463,"better",6
"28",0.132811277687899,0.570832987706505,0.862058775848768,0.755059332242675,0.101608254535246,0.0982551760087045,0.0583127614223815,0.634124437549231,0.148642646015158,0.296520070021941,0.639721931445775,0.187949725368247,0.484754590098067,0.01089936142507,0.364989683653308,0.068150430667011,0.146406106177125,0.199481428367119,0.444406501335618,0.775236212702173,0.775672345660235,0.0260630019852813,6.68604678185657,0.129633883605692,"better",6
"29",0.286472276316504,0.719441761850938,0.495365549260623,0.574263398445874,0.0961104887798644,0.0175337218766934,0.077315313209023,0.070460222190233,0.669542300246435,0.119891451236576,0.931233632169117,0.537654733600457,0.368027999937579,0.0017567749320861,0.117235067632605,0.169899443445953,0.0972921351234261,0.246235450271149,0.23127336692281,0.689901424618013,0.752770665443664,0.140835140968341,20.010265282914,0.531493752382529,"better",6
"30",0.358669930426493,0.2413859220843,0.380796170086205,0.796425228195174,0.1092898267737,0.0708815162145098,0.0448076992141437,0.351490296147255,0.609795112215897,0.616780394313636,0.142336844069773,0.326327239263352,0.350391197012303,0.00936512806995825,0.843732279604295,0.24352429120837,0.224129942957953,0.373968265107662,0.265507650578291,0.886292114932616,0.59498791456678,0.176701123716646,22.7836083142087,0.221521419849497,"better",6
"31",0.70674562285068,0.465717863363922,0.151926716719031,0.716246707755457,0.0610791820945918,0.0860980977293904,0.0577587459070308,0.352878795709812,0.127285762827232,0.877817669282576,0.148425151977845,0.080612677882632,0.0154173757139684,0.166783781971239,0.56531312143817,0.261837993863048,0.349033292311947,0.166701610963253,0.178252316092921,0.679049851163634,0.827484658341163,0.13121730314399,15.6862690832495,0.901210944085662,"better",9
"32",0.291201567310266,0.642002189514898,0.30253004135131,0.543297518740347,0.0737605420353458,0.11463980809495,0.0329514087892589,0.868388215358494,0.288925318643254,0.523063021565179,0.717983691821759,0.00284501630357651,0.0134355777238212,0.314185157672347,0.473365985361258,0.292527727079629,0.222315112567414,0.362525236609694,0.11556090935408,0.732331744946398,0.567943456927763,0.113841972379645,5.83249195262033,0.182322492214275,"better",9
"33",0.190177114611506,0.7392674471501,0.527386916207781,0.880780345015386,0.09121308226527,0.0807972861514694,0.103078551654062,0.573600758573181,0.499433281277873,0.204829913723665,0.462085396657647,0.0459770459675252,0.00338281194284715,0.72521193155112,0.769769692197005,0.0770141610037717,0.298867983782399,0.117524613281961,0.218027037417297,0.599572673032831,0.928632783979335,0.163545275256593,16.2621218909917,0.448612380453997,"better",9
"34",0.586002387594743,0.227773627523693,0.73372572613241,0.642184272911265,0.0299439478002057,0.103715096609958,0.08042773665076,0.658974037083574,0.708560969828688,0.649827616494332,0.556857076645923,0.0643946873316825,0.00708086193504868,0.525853435402357,0.319954158206016,0.417226862747084,0.13466024042964,0.342624823255703,0.420395858527482,0.84559508261161,0.67716769816221,0.0361798613141888,22.8706720692862,0.633814999525738,"better",9
"35",0.212818386926383,0.110816680691467,0.346017127252674,0.79848148243865,0.0083688857462598,0.02965160258068,0.0446596259534225,0.511062256039351,0.550391192943993,0.25657408222879,0.144584648654998,0.0105221466149229,0.880802105744264,0.160578386157637,0.553643602847157,0.303965089455829,0.17745138411501,0.40095318342676,0.228939425966229,0.792560302557244,0.79664757150491,0.0453674754134657,7.77108008035205,0.31522497380738,"better",11
"36",0.492368889819061,0.0321430217007858,0.682260854424387,0.613333518686716,0.0724409575135505,0.0988024242458188,0.0714733688429533,0.689611709192249,0.543310315084153,0.377979666270647,0.433013644979544,0.0386653182232866,0.104182916449555,0.222518403178083,0.876807613744076,0.455063814926756,0.0775324451816082,0.108170772474212,0.142533941644169,0.634262903233044,0.6184123045377,0.0219721439155801,19.4754058219831,0.203274277222344,"better",11
"37",0.548043439554222,0.160503694332635,0.541271695622159,0.895542530526621,0.098745656034633,0.11510372892273,0.0355220890556761,0.405562486775942,0.756508585589161,0.326411569187545,0.259158975760722,0.100938269703175,0.645732416974401,0.577965336250102,0.206326690007433,0.0384901889932191,0.125122854279125,0.194919304599969,0.064015596684954,0.782184493500856,0.936140259243592,0.175646698045318,12.3517132402821,0.0860706441257186,"better",11
"38",0.800568441867795,0.152323127634126,0.213995509808029,0.853762198060702,0.0558473450719335,0.0754341134303764,0.0757579553064091,0.620643744449689,0.705203297896603,0.0996104510469308,0.042870258435848,0.00767771590855255,0.465776001622029,0.391851318110568,0.729381773216288,0.356121690444394,0.338421651293269,0.207223546033606,0.115247943451563,0.614045674807,0.788383525815451,0.0420058042100768,15.604972320558,0.700352546118121,"better",11
"39",0.339910021552864,0.0532897754844188,0.567300646608535,0.568220218960129,0.0409532989357618,0.0198228365489142,0.103245694311252,0.666142984673025,0.100082568679215,0.780202440471679,0.73218919316104,0.0560001143016099,0.338193965504572,0.186956403448743,0.241918743431769,0.233019905743365,0.40110539478912,0.0816160065622778,0.326721212087373,0.767982465827934,0.91034987668433,0.0934576860843884,12.8185059549456,0.690254989814751,"better",11
"40",0.1404698106102,0.0611163997541152,0.937111566169694,0.812271805748916,0.0133400601634473,0.0464387709269129,0.0406388322178567,0.724452158387035,0.851744152603059,0.185348333079448,0.559354925563166,0.0836766636779214,0.543872674054717,0.905145791988492,0.122256896786295,0.431059553989596,0.289045182897511,0.223811902283345,0.389693665318254,0.861844802810698,0.525303036774846,0.18540024625913,16.1935361588543,0.174563029917863,"better",11
"41",0.321533741875499,0.125591453553308,0.867030039158966,0.687630635074213,0.0115648564452091,0.104471508916268,0.00735124283776621,0.265530295320082,0.808622527401344,0.488718318452111,0.792823103511016,0.02507349299337,0.762867795511255,0.203372162351064,0.621376986756979,0.396379706099347,0.254408659561467,0.450078651882921,0.104690700950367,0.931168383192389,0.620506543346587,0.0613468049955045,15.1083267361942,0.333610465694822,"better",11
"42",0.204006003028684,0.145976133049899,0.765983425328892,0.631413543677766,0.0239153277207169,0.0630738963148761,0.0817602056831357,0.917291051289783,0.644669985727395,0.143017493047098,0.344720864673379,0.0321195226130529,0.904733992926798,0.340710475554521,0.291426115350716,0.240107650263529,0.266898226506038,0.345658986643018,0.2088925368995,0.748743409567122,0.967924013635392,0.212112643056182,18.9438009133732,0.436786313658867,"better",11
"43",0.231612939999162,0.0634486793337936,0.361972730389114,0.694558349304323,0.0767433358966164,0.0309708121657761,0.0174036977751259,0.848038925690723,0.351362856081653,0.856722399414205,0.111212715470841,0.0653512002450217,0.150670734921153,0.550922758127002,0.346229934782639,0.0783156091404408,0.413991729709187,0.169555308274717,0.245511138153443,0.714543434829919,0.961198121581816,0.075184534829017,20.8964277654548,0.535591794670199,"better",11
"44",0.586549014354759,0.121362964127322,0.142301359171486,0.550038851618763,0.0664321713029527,0.0577904481935446,0.0444027693771033,0.783291036441091,0.0576891424018328,0.575715288657407,0.930626133786436,0.0798301467561919,0.849745730698709,0.274770468586383,0.676752527536233,0.389512002969525,0.212413098138693,0.25399864716029,0.39341058269597,0.967100310025829,0.565104335555482,0.216568700678185,27.7627936847169,0.243821608387696,"better",11
"45",0.467373459578693,0.113632118208241,0.554269437713294,0.601952099941127,0.0521759862306559,0.0790310896953355,0.109229192320372,0.574166697706725,0.204546849572879,0.868664260352676,0.802105176393988,0.0765418391795373,0.621176063879605,0.769623776233454,0.0952051737827568,0.0871979245649092,0.309747503238267,0.26649015936541,0.341086846178885,0.89899235177099,0.891162641525138,0.00881669921154756,19.2254387420009,0.604573053097425,"better",11
"46",0.116628859313934,0.142859309030992,0.757493721801134,0.909696556377475,0.014504942195363,0.036433695397333,0.0272845155089145,0.257079538367513,0.919654424310447,0.59351070356186,0.479269297401331,0.0337136183608253,0.912138809706997,0.492953078241903,0.0601966967977104,0.0474620405512453,0.0386356615376828,0.446087747859961,0.277021024551346,0.641414510732953,0.85376514479985,0.0804086994393268,6.45277393572032,0.0520236527317235,"better",11
"47",0.878163664461246,0.0475499449405149,0.312995764287523,0.719547626763849,0.0374667488659243,0.0555748767454181,0.0840550492415138,0.490640004966397,0.629813858585368,0.788893636485315,0.904643804432988,0.0827346620516247,0.937548597432815,0.889032240772038,0.526350759141983,0.267947113525791,0.43450445271788,0.438240760540613,0.400790813339006,0.761985292825111,0.757839472018728,0.0203607675560071,25.6122327713465,0.551299588166583,"better",11
"48",0.921009512317452,0.14020391050894,0.495161629342537,0.839275510565227,0.0641749514992934,0.0270936922998237,0.0319172296706651,0.0563135244084783,0.813721071695931,0.295841741614205,0.634722058063652,0.0443251378183499,0.357305830395255,0.892856986870196,0.717034970208949,0.104391575026506,0.196762202027464,0.263655490042006,0.170299135061343,0.671477075765469,0.780494531279877,0.161120179750552,24.7308941964737,0.0676757714079892,"better",11
"49",0.098807996813558,0.117143839485337,0.154235373146451,0.734058148061441,0.0295884332529575,0.0641459414031164,0.0794417690906883,0.317074671731651,0.23336874194718,0.418464836211374,0.22062722579337,0.0531399735953891,0.483684015641719,0.847153601047055,0.138257320807409,0.348360469035783,0.32838472938428,0.238153346305455,0.299818094503054,0.851276020810916,0.703792743592871,0.0675367048900812,15.0032753694125,0.889996087955075,"better",11
"50",0.635212458699168,0.165482280784262,0.463427041427157,0.789428866309347,0.0974322663513711,0.0492663341338372,0.0252862760010679,0.56012328614927,0.258357040252041,0.895316681680022,0.53022771709777,0.0203545244888441,0.312504750658772,0.746459363294567,0.384028095095443,0.317680392685944,0.190263136464954,0.426491375994077,0.0336140696480452,0.815916953237119,0.736850794669521,0.100674346576846,11.1363615610044,0.837800128397603,"better",11
"51",0.855936291881213,0.0211718729526068,0.649587606234381,0.771963191523132,0.070659528596879,0.0258597546455427,0.0345911857220651,0.594249419771576,0.165217924620153,0.2172555181637,0.469255204594306,0.0420848048003727,0.44368550019025,0.596231118032195,0.365392087371975,0.445552318179333,0.372479098150497,0.286354596202532,0.185756496108017,0.556391033264495,0.54014934983616,0.1991574810305,11.6550765286792,0.917438533267895,"better",11
"52",0.279371650441395,0.0677657618312638,0.493681132198251,0.902053039271999,0.0757771126527438,0.0945837578657279,0.0864278072532742,0.657235610434451,0.477328080115182,0.633372932733768,0.706668346297907,0.0354514707303295,0.23533926988848,0.0908872240228951,0.846253344347452,0.0647379197252577,0.42380503977022,0.178561998617775,0.202715209520296,0.863192057032637,0.719367776150186,0.141241523106648,8.59054398905825,0.562826657283115,"better",11
"53",0.784727482928248,0.0967678222045291,0.257609424400611,0.92343125842943,0.102812158157112,0.0784963366589893,0.0251948356376175,0.373117765855976,0.423817279555972,0.400583992551947,0.606303351417228,0.0889213098246323,0.834046867439391,0.812488637877632,0.277091271242388,0.174080523555573,0.0646977450902113,0.176956120895401,0.244739611554791,0.923257260260117,0.885101996592641,0.0540256412491967,26.9682362330908,0.185338880239687,"better",11
"54",0.852616967502664,0.08942740418625,0.294468131568082,0.751573754458401,0.105952384353591,0.0414606089751837,0.0216997291912444,0.738323354147451,0.494691593686433,0.619055268011803,0.718797423754728,0.0908165929858413,0.690293484650647,0.474912593322419,0.421510664468922,0.437958209412268,0.0270623572286657,0.389009742217677,0.447339647742768,0.785888826691923,0.914895170308682,0.0885671899733063,17.4027816436169,0.166869591187597,"better",11
"55",0.672308048444361,0.075110823211049,0.691505949986398,0.675672732571241,0.0348981005573438,0.0535628550387591,0.0519167800303068,0.925873012843083,0.872926341734823,0.716909892131042,0.847278907896157,0.0974995720892368,0.18869278764277,0.536379071474678,0.689942813442406,0.169200867509188,0.147293373595929,0.0599114588876061,0.422181379284793,0.596797999083563,0.85770627338402,0.0508458151759563,10.5623127694834,0.47115985246408,"better",11
"56",0.940983255939403,0.0671289062437884,0.626954868849949,0.624217374023641,0.00600913213237895,0.110658062790587,0.0481528440467926,0.20481875062507,0.0944177279235643,0.697014421750954,0.23937023248436,0.0745646052873992,0.801216193243812,0.421244182263436,0.920040116308883,0.182173742924737,0.32997999802905,0.333684365244835,0.0369264682945432,0.541620886978844,0.674469533339943,0.153379225428483,9.91327411783012,0.79406571196286,"better",11
"57",0.2510478275662,0.0282263759127604,0.886227212054727,0.587610406110893,0.0607138504240975,0.0676451404602584,0.0388298501434652,0.389203908728451,0.460539741231561,0.733516130513785,0.189638316601345,0.0938136614170145,0.271553444113849,0.464799995468266,0.906845922233075,0.124678413832062,0.347102332871248,0.0424238707760479,0.367014847389315,0.915267323722167,0.800736185387402,0.0155229447632338,14.1658699092879,0.409066943075827,"better",11
"58",0.887559315041241,0.0949447934414603,0.120764280163285,0.886709273758119,0.0451719088978575,0.091456562214278,0.0654500560756789,0.351059674387449,0.216254410245773,0.430406589679381,0.762541867174114,0.0627747938617536,0.820779714433448,0.692695334040167,0.613033945110815,0.415806600111665,0.22323219630336,0.372574142416823,0.314809000557243,0.668469236670366,0.663843223367165,0.207487784950561,26.5836166987365,0.0999418272453129,"better",11
"59",0.732385367824522,0.1624594692673,0.834790347993744,0.531031336676109,0.108860202112453,0.0443225719930063,0.0114016050705233,0.214372220809614,0.514207002173382,0.808937289381799,0.671431561429905,0.0685881263681938,0.166069339537696,0.609764518017702,0.216165418320807,0.21674277450916,0.241649776841653,0.309637173845359,0.179417662305272,0.825919403373481,0.73268993539637,0.12680840823553,17.0364260084588,0.737218644464572,"better",11
"60",0.178599676500648,0.0268036476980089,0.107393569258118,0.801292615693527,0.0811054561757006,0.0100707477409314,0.0685304057479007,0.091926744828309,0.78603157399236,0.81711441817156,0.0786958518488719,0.00439207738780502,0.530636424381793,0.142504232941745,0.0917652620678439,0.372303445392438,0.200797776366131,0.341935263810127,0.093946660211254,0.756680401614484,0.930857949222503,0.0250346580247056,22.5744059136984,0.232531535607324,"better",11
"61",0.805948329619806,0.0782693237015224,0.232475638569769,0.860815148592432,0.0456519607921669,0.0170982561275636,0.0964772666239148,0.810044115882229,0.29370059805058,0.12436920605695,0.282367951493291,0.0848031858328554,0.756490155207201,0.327111680015561,0.859872342778485,0.283977011842159,0.28302474506051,0.4646666966574,0.229134559478862,0.709796206068291,0.547150403184083,0.191075517876129,13.2584810155698,0.866626634617594,"better",11
"62",0.0794799272092263,0.0402336513456614,0.285610049229192,0.583678096580016,0.093115352517743,0.0937358244623785,0.0785790726256263,0.238044750621213,0.197136390862419,0.83242117073322,0.579642134256041,0.00869666213208649,0.55108853386115,0.725618163109684,0.642244264978882,0.0898087775580788,0.390841339023323,0.216601721544027,0.155939187214131,0.719776242109214,0.696136340611328,0.169624816193653,23.0755035310984,0.585758120109005,"better",11
"63",0.53803617160988,0.0492175255998045,0.164848296943486,0.54332473467786,0.0189424799747471,0.108075835119633,0.0886447447163985,0.441387829125656,0.563459294832091,0.167310756595058,0.116368664436266,0.0124072201009591,0.285857469843429,0.83510633163281,0.50208025439363,0.119131833256612,0.447718297832167,0.353783330164834,0.437879330445474,0.549786176120799,0.902599467709883,0.08361744105019,24.1926079056141,0.651949968170166,"better",11
"64",0.476403940850529,0.0442524966514163,0.366621390457296,0.741260228072305,0.0415752645316749,0.071199615481114,0.0963116678489296,0.869298226800754,0.333037259613493,0.486559670019275,0.880396571434123,0.0581946815520216,0.580533382936045,0.780570585204055,0.17771348237242,0.134768512148523,0.368997257342983,0.0573395419228951,0.355128931942447,0.567347189016947,0.584883220572596,0.202443959608081,21.8774257658557,0.377375235667481,"better",11
"65",0.835638863959395,0.0711777572515815,0.911988798720203,0.82427132065662,0.0250569400471782,0.0597785561621219,0.0600045503094981,0.415150444306796,0.933989441530773,0.39182720878359,0.628329375406238,0.077559561308175,0.515322897797214,0.126358829414761,0.563269397130721,0.192582544342635,0.11111748617743,0.292991143273586,0.430744083218826,0.952568280756766,0.762036535922724,0.164959046140245,25.2714505742219,0.816585949052039,"better",11
